connection_id,client_id,client_name,property_address,connection_type,install_date,meter_serial,status,technician_id,technician_name
CN1513,C464,Teresa Antunes,"Largo de Carrilho Videira, 85, 7583-392 Ponte de Sor",Three-phase,11/26/2019,MTR1513,Active,T094,Gustavo Vieira-Domingues
CN1514,C499,Dinis do Pires,"R. Nelson Amorim, S/N, 3922-205 Estarreja",Single-phase,12/18/2021,MTR1514,Active,T097,Marco Andrade
CN1515,C321,Naiara Coelho,"Av Vaz, 3, 8888-189 Amarante",Single-phase,8/10/2022,MTR1515,Active,T001,Letícia Machado
CN1516,C205,Micael Barbosa,"Avenida Júlio Verne, 8, 9584-442 Fafe",Three-phase,7/17/2021,MTR1516,Suspended,T113,Marcos Gaspar
CN1517,C225,Emília Ribeiro,"Alameda de Melo, S/N, 8977-554 Santarém",Three-phase,7/26/2019,MTR1517,Disconnected,T014,Tiago Baptista
CN1518,C053,Igor Gonçalves,"Avenida de Santos, 16, 8413-623 Oliveira de Azeméis",Single-phase,8/27/2023,MTR1518,Active,T040,Soraia Matos
CN1519,C423,Alice Paiva,"Rua Cardoso, S/N, 7834-710 Gafanha da Nazaré",Three-phase,2/3/2025,MTR1519,Suspended,T006,Rafaela da Nogueira
CN1520,C381,Vítor Garcia,"Alameda Tomás Coelho, 34, 6251-085 Lisboa",Three-phase,9/10/2025,MTR1520,Suspended,T094,Gustavo Vieira-Domingues
CN1521,C455,Rodrigo Lima,"Av de Silva, S/N, 4908-099 Vila do Conde",Three-phase,2/26/2025,MTR1521,Suspended,T018,Henrique Azevedo
CN1522,C360,Noah Teixeira,"Praça Soares, 45, 1266-109 Elvas",Single-phase,5/5/2024,MTR1522,Active,T097,Marco Andrade
CN1523,C404,Bruno Nogueira,"R. das Tágides, 67, 3112-138 Tavira",Single-phase,1/3/2024,MTR1523,Active,T052,Nair-Sofia Costa
CN1524,C121,Enzo Carvalho-Pereira,"Largo de Macedo, 5, 9185-805 Vila Nova de Famalicão",Single-phase,11/13/2023,MTR1524,Active,T094,Gustavo Vieira-Domingues
CN1525,C320,Larissa de Abreu,"Praça Joana Costa, 85, 5192-474 Bragança",Single-phase,5/15/2023,MTR1525,Active,T003,Tatiana Nunes
CN1526,C179,Rafaela-Carolina Carneiro,"Av de Mendes, 97, 9733-977 Santo Tirso",Single-phase,3/28/2025,MTR1526,Suspended,T092,Sara-Jéssica Domingues
CN1527,C540,Mário Branco,"Largo do Roleto, 9, 9571-646 Covilhã",Three-phase,10/13/2025,MTR1527,Disconnected,T082,Joaquim Guerreiro
CN1528,C369,Tatiana Reis,"Praça de Guedes de Oliveira, 3, 4413-845 Amarante",Single-phase,12/18/2022,MTR1528,Disconnected,T007,Luca Sousa-Brito
CN1529,C486,André Carneiro,"Avenida Baptista, 10, 4713-171 Vila Nova de Santo André",Single-phase,8/18/2024,MTR1529,Active,T084,David Alves
CN1530,C297,Vitória Lopes,"Avenida de Neto, 36, 5275-600 Esmoriz",Three-phase,6/3/2025,MTR1530,Suspended,T015,Nicole de Loureiro
CN1531,C549,Jorge Neves,"Alameda das Laranjeiras, 1, 3440-777 Rebordosa",Three-phase,10/29/2021,MTR1531,Suspended,T016,Micael Esteves
CN1532,C419,Eduardo Machado,"Largo de Monteiro, 3, 5794-074 Leiria",Single-phase,4/3/2022,MTR1532,Disconnected,T020,Denis Pires
CN1533,C462,Renato Borges,"Largo das Carquejeiras, 83, 7927-490 Gandra",Single-phase,6/23/2019,MTR1533,Suspended,T081,Kevin Silva
CN1534,C026,Fabiana Moura,"R. Monteiro, 57, 9671-756 Paredes",Single-phase,8/5/2019,MTR1534,Disconnected,T085,Nádia Magalhães
CN1535,C177,Luca Mendes,"Largo Sebastião Alves, 44, 0952-889 Miranda do Douro",Single-phase,9/13/2022,MTR1535,Suspended,T035,Bruno Guerreiro
CN1536,C294,Rui Henriques,"Praça dos Pinheiros, S/N, 2394-599 Figueira da Foz",Single-phase,2/27/2019,MTR1536,Disconnected,T116,Lúcia do Pinto
CN1537,C594,Iara Fernandes,"Av Amaral, 59, 4894-204 Póvoa de Santa Iria",Single-phase,4/29/2023,MTR1537,Suspended,T080,Gil Machado
CN1538,C240,Tiago Miranda,"Rua Garcia, 3, 9939-089 Sacavém",Single-phase,8/13/2022,MTR1538,Suspended,T101,Andreia Cruz
CN1539,C563,Rafael Vaz,"R. de Sá, 60, 3648-187 Montemor-o-Novo",Single-phase,2/11/2025,MTR1539,Suspended,T078,Daniel Campos-Cruz
CN1540,C060,Luca Fernandes-Campos,"Av de Godim, 69, 0120-339 Entroncamento",Single-phase,6/29/2023,MTR1540,Suspended,T067,Henrique Guerreiro
CN1541,C324,Fábio Assunção,"Av de Cima, 4, 3694-126 Bragança",Three-phase,9/29/2019,MTR1541,Active,T053,Camila Tavares
CN1542,C105,Lara Oliveira,"Alameda Diogo Araújo, 933, 6087-882 Ponte de Sor",Three-phase,7/1/2023,MTR1542,Active,T071,Lourenço Nogueira
CN1543,C327,Igor Machado,"R. do Trancão, 71, 0343-830 Alverca do Ribatejo",Three-phase,5/3/2023,MTR1543,Suspended,T120,Raquel Coelho
CN1544,C565,Rúben Batista,"Travessa de Garcia, 78, 9972-736 Santiago do Cacém",Single-phase,6/6/2020,MTR1544,Disconnected,T001,Letícia Machado
CN1545,C230,Kyara Ferreira,"Av Eduardo Antunes, 52, 2818-223 Moura",Single-phase,7/30/2023,MTR1545,Disconnected,T117,Ricardo Tavares-Coelho
CN1546,C068,Raquel Barbosa,"Largo de Sá, 1, 7426-841 Porto Santo",Single-phase,9/22/2024,MTR1546,Active,T064,Júlia Vaz
CN1547,C017,Larissa Antunes,"Praça Mota, 58, 3276-399 Matosinhos",Single-phase,4/21/2025,MTR1547,Disconnected,T066,Joel do Pinho
CN1548,C590,Ricardo Araújo,"Praça Rafaela Maia, S/N, 2304-588 Ribeira Grande",Three-phase,3/11/2020,MTR1548,Disconnected,T013,Jéssica-Letícia Assunção
CN1549,C101,William Silva,"Av de Leal, 7, 2119-604 Figueira da Foz",Three-phase,2/5/2020,MTR1549,Suspended,T059,Daniel Carvalho
CN1550,C229,Martim Rocha,"Praça do Tijolo, 115, 2917-926 Beja",Single-phase,4/27/2021,MTR1550,Active,T007,Luca Sousa-Brito
CN1551,C223,Sofia Garcia,"R. de Vaz, 47, 2377-487 Agualva-Cacém",Three-phase,12/11/2024,MTR1551,Suspended,T006,Rafaela da Nogueira
CN1552,C270,Afonso do Domingues,"Alameda de Neto, 51, 9908-035 Funchal",Three-phase,5/18/2022,MTR1552,Suspended,T087,Erica Rocha
CN1553,C326,Nair Jesus,"Travessa Diogo Paiva, 80, 0514-054 Torres Novas",Single-phase,4/16/2022,MTR1553,Active,T015,Nicole de Loureiro
CN1554,C576,Francisco Mendes,"Av de Henriques, 5, 8380-582 Funchal",Single-phase,11/12/2023,MTR1554,Disconnected,T110,Gaspar Anjos
CN1555,C339,Patrícia Melo,"Avenida de Correia, 90, 8823-513 Paços de Ferreira",Three-phase,10/9/2019,MTR1555,Suspended,T022,Tiago da Maia
CN1556,C151,Guilherme de Magalhães,"Travessa Kévim Esteves, 4, 2111-790 São Salvador de Lordelo",Three-phase,10/29/2021,MTR1556,Disconnected,T080,Gil Machado
CN1557,C589,Bruna Macedo,"Rua do Bicalho, S/N, 2467-287 Santa Cruz",Three-phase,11/17/2019,MTR1557,Active,T048,Bianca-Leonor Barros
CN1558,C240,Tiago Miranda,"Rua Garcia, 3, 9939-089 Sacavém",Three-phase,8/17/2019,MTR1558,Suspended,T052,Nair-Sofia Costa
CN1559,C001,Bruna Baptista,"Largo de Mota, 31, 7640-006 Peso da Régua",Three-phase,10/24/2020,MTR1559,Disconnected,T107,Victória Guerreiro
CN1560,C581,Naiara Ferreira,"Rua Naiara Miranda, S/N, 7158-009 Beja",Three-phase,6/17/2023,MTR1560,Disconnected,T062,Simão Faria
CN1561,C489,João Freitas-Miranda,"Av de Valente, 1, 0254-972 Fundão",Single-phase,1/8/2023,MTR1561,Active,T022,Tiago da Maia
CN1562,C026,Fabiana Moura,"Alameda de Chaves de Oliveira, 51, 9396-061 Matosinhos",Single-phase,9/15/2022,MTR1562,Active,T093,Renata Cruz
CN1563,C453,Denis Oliveira,"Largo de Carneiro, 34, 6441-119 Guarda",Three-phase,8/20/2023,MTR1563,Disconnected,T054,Soraia Pinto
CN1564,C026,Fabiana Moura,"R. da Rainha D. Leonor, S/N, 7272-081 Seia",Single-phase,9/24/2023,MTR1564,Disconnected,T057,Larissa Machado
CN1565,C404,Bruno Nogueira,"Largo Loureiro, S/N, 9168-154 Ribeira Grande",Three-phase,10/17/2025,MTR1565,Disconnected,T100,Bernardo Figueiredo
CN1566,C133,Rui do Teixeira,"Av de Vandoma, S/N, 2600-136 Ermesinde",Single-phase,7/12/2024,MTR1566,Suspended,T111,Yasmin-Salomé Leal
CN1567,C116,Sofia Moura,"Travessa Daniel Andrade, 70, 9118-722 Montemor-o-Novo",Three-phase,9/27/2024,MTR1567,Suspended,T015,Nicole de Loureiro
CN1568,C340,Filipe Azevedo,"Rua de Rocha, 27, 0598-445 Mealhada",Three-phase,12/28/2024,MTR1568,Disconnected,T009,Matilde-Ema Carvalho
CN1569,C467,Núria Gonçalves,"Praça Loureiro, 43, 3574-859 Gouveia",Single-phase,10/1/2023,MTR1569,Disconnected,T002,Manuel Lima
CN1570,C550,Benjamim Torres,"Praça Vaz, 21, 1146-446 Costa da Caparica",Single-phase,4/3/2023,MTR1570,Suspended,T044,Alexandre de Batista
CN1571,C043,Raquel Lima-Assunção,"R. de Melo, 47, 5404-231 Tomar",Single-phase,10/25/2022,MTR1571,Suspended,T094,Gustavo Vieira-Domingues
CN1572,C434,Benjamim Maia,"R. de Fernandes, 621, 0131-535 Sabugal",Three-phase,8/27/2021,MTR1572,Active,T085,Nádia Magalhães
CN1573,C190,Lourenço Castro,"Travessa de Maia, S/N, 8911-343 Torres Novas",Single-phase,8/27/2022,MTR1573,Active,T106,Filipe Costa
CN1574,C556,Yasmin Nunes,"Praça de Reis, 2, 4662-750 Portalegre",Single-phase,8/3/2025,MTR1574,Disconnected,T120,Raquel Coelho
CN1575,C190,Lourenço Castro,"Travessa das Necessidades, 89, 3549-465 Ílhavo",Three-phase,5/3/2021,MTR1575,Active,T061,Filipe Costa-Pacheco
CN1576,C302,Eduarda-Pilar Carneiro,"Praça Assunção, 367, 1045-461 Câmara de Lobos",Three-phase,3/24/2021,MTR1576,Suspended,T097,Marco Andrade
CN1577,C239,Igor Teixeira,"Rua Rocha, S/N, 5209-452 Setúbal",Three-phase,6/12/2019,MTR1577,Active,T043,Alexandre Vicente
CN1578,C332,Beatriz Gomes,"Praça de D. Afonso Henriques, 72, 9608-931 Paredes",Three-phase,10/23/2019,MTR1578,Suspended,T029,Ema Vaz
CN1579,C490,Noa de Leite,"Largo de Cruz, 99, 1433-952 Praia da Vitória",Single-phase,3/2/2019,MTR1579,Suspended,T031,Luca Matos
CN1580,C101,William Silva,"Praça de Anjos, 330, 0112-501 Amarante",Three-phase,5/5/2020,MTR1580,Active,T103,Filipa-Jéssica Pinheiro
CN1581,C488,Ângela Matias,"Praça Jesus, 82, 6014-584 Trofa",Three-phase,10/11/2021,MTR1581,Suspended,T064,Júlia Vaz
CN1582,C065,Matilde Valente,"Avenida de Domingues, S/N, 4169-105 Anadia",Single-phase,6/15/2022,MTR1582,Active,T064,Júlia Vaz
CN1583,C367,Yara Oliveira,"Rua Brito, 53, 1520-377 Almada",Single-phase,8/28/2021,MTR1583,Disconnected,T053,Camila Tavares
CN1584,C346,Soraia Azevedo,"Avenida Mauro Macedo, 5, 9242-195 Lourosa",Single-phase,9/27/2020,MTR1584,Disconnected,T001,Letícia Machado
CN1585,C147,Laura Paiva-Lopes,"Avenida Soraia Esteves, 22, 8658-902 Agualva-Cacém",Three-phase,7/18/2019,MTR1585,Disconnected,T082,Joaquim Guerreiro
CN1586,C433,Mariana Esteves,"Travessa de Cartes, 69, 9041-898 Santarém",Three-phase,8/24/2023,MTR1586,Suspended,T027,Mia Cunha-Maia
CN1587,C373,Soraia do Nascimento,"Largo de Cardoso, 99, 0610-656 Lourosa",Single-phase,9/20/2022,MTR1587,Active,T106,Filipe Costa
CN1588,C556,Yasmin Nunes,"Largo de Carneiro, 2, 9908-213 Paredes",Three-phase,12/1/2018,MTR1588,Disconnected,T059,Daniel Carvalho
CN1589,C347,Nádia Nascimento,"R. de Carrilho Videira, 72, 4347-591 Alverca do Ribatejo",Three-phase,8/10/2020,MTR1589,Disconnected,T080,Gil Machado
CN1590,C328,Ivan Gaspar,"Travessa Iara Baptista, 81, 2421-495 Cartaxo",Three-phase,5/24/2024,MTR1590,Active,T047,Adriana Coelho-Correia
CN1591,C109,Vera Assunção,"Alameda dos Corvos, 53, 6042-276 Olhão",Single-phase,9/2/2021,MTR1591,Active,T098,Alexandre de Gomes
CN1592,C009,Mara-Iara Figueiredo,"Rua Gaspar, 2, 4854-842 Lagoa",Three-phase,2/13/2019,MTR1592,Disconnected,T046,Juliana Lima
CN1593,C505,Filipe de Miranda,"Travessa Júlio Verne, 6, 7650-471 Agualva-Cacém",Single-phase,8/11/2022,MTR1593,Active,T048,Bianca-Leonor Barros
CN1594,C579,Vasco Maia,"Largo Matias, 3, 7400-391 Cantanhede",Single-phase,5/8/2019,MTR1594,Disconnected,T064,Júlia Vaz
CN1595,C393,Constança Monteiro,"Av Lopes, S/N, 8194-842 Santa Maria da Feira",Three-phase,2/6/2023,MTR1595,Active,T093,Renata Cruz
CN1596,C589,Bruna Macedo,"Praça Leonardo Sousa, 4, 4402-825 Fiães",Single-phase,3/3/2025,MTR1596,Active,T079,Valentim Lima
CN1597,C425,André Nogueira,"Largo Artur Brito, 71, 7360-776 Horta",Three-phase,8/14/2020,MTR1597,Active,T120,Raquel Coelho
CN1598,C575,Guilherme Alves,"Largo de Azevedo, 16, 9351-174 Portalegre",Single-phase,6/14/2024,MTR1598,Disconnected,T106,Filipe Costa
CN1599,C597,Carlota Guerreiro,"Av Barros, 99, 7782-312 Santo Tirso",Three-phase,9/7/2022,MTR1599,Active,T014,Tiago Baptista
CN1600,C360,Noah Teixeira,"Alameda Paiva, 13, 9523-578 Paredes",Single-phase,6/22/2020,MTR1600,Suspended,T108,Frederico Amaral
CN1601,C575,Guilherme Alves,"Largo de Azevedo, 16, 9351-174 Portalegre",Single-phase,10/17/2021,MTR1601,Suspended,T085,Nádia Magalhães
CN1602,C209,Bruno do Almeida,"Avenida Noa Vaz, 28, 7972-699 Vizela",Single-phase,2/6/2021,MTR1602,Disconnected,T068,Denis Borges
CN1603,C490,Noa de Leite,"Rua Marques, 92, 8122-681 Viseu",Three-phase,10/13/2020,MTR1603,Disconnected,T108,Frederico Amaral
CN1604,C112,Daniela Loureiro,"Alameda Isabel Lourenço, 126, 2209-755 Ribeira Grande",Single-phase,12/12/2024,MTR1604,Disconnected,T118,Melissa Cardoso
CN1605,C459,Joel Araújo,"R. Adolfo Ayala, 93, 8075-203 Matosinhos",Single-phase,1/12/2019,MTR1605,Active,T023,Marcos Neto
CN1606,C475,Andreia Rodrigues,"R. Soares, S/N, 2767-293 Almada",Three-phase,8/25/2021,MTR1606,Disconnected,T085,Nádia Magalhães
CN1607,C239,Igor Teixeira,"R. Bruno Barbosa, S/N, 0652-664 Santana",Single-phase,12/15/2022,MTR1607,Suspended,T054,Soraia Pinto
CN1608,C417,Alexandra-Miriam Matias,"Rua Andrade, 20, 8564-717 Vila Nova de Foz Côa",Three-phase,7/2/2024,MTR1608,Suspended,T044,Alexandre de Batista
CN1609,C304,Rafaela-Petra Nascimento,"R. Araújo, 57, 7460-429 Serpa",Single-phase,1/1/2024,MTR1609,Suspended,T018,Henrique Azevedo
CN1610,C326,Nair Jesus,"Avenida Branco, 323, 4252-611 Vila Nova de Famalicão",Three-phase,8/14/2024,MTR1610,Disconnected,T090,Lia-Mélanie Melo
CN1611,C162,Inês Almeida,"Alameda de Guerreiro, 61, 9885-217 Pinhel",Three-phase,3/15/2025,MTR1611,Disconnected,T111,Yasmin-Salomé Leal
CN1612,C133,Rui do Teixeira,"R. Rocha, 73, 4852-207 Agualva-Cacém",Single-phase,1/24/2019,MTR1612,Active,T120,Raquel Coelho
CN1613,C546,Carolina Machado,"Rua de Neto, 9, 4056-129 Pinhel",Three-phase,8/12/2024,MTR1613,Disconnected,T080,Gil Machado
CN1614,C306,Melissa Vicente,"Alameda Clara Nascimento, 77, 6391-381 Tondela",Single-phase,9/1/2023,MTR1614,Disconnected,T118,Melissa Cardoso
CN1615,C395,Igor Pinho,"Avenida Martins, 8, 4920-757 Câmara de Lobos",Three-phase,1/7/2022,MTR1615,Disconnected,T023,Marcos Neto
CN1616,C082,Pedro Pinto,"Travessa de Mota, 2, 6464-715 Maia",Three-phase,3/16/2021,MTR1616,Disconnected,T098,Alexandre de Gomes
CN1617,C332,Beatriz Gomes,"Largo de Amaral, 689, 2370-851 Ílhavo",Three-phase,11/5/2021,MTR1617,Disconnected,T075,Luciana Sá
CN1618,C510,Yasmin Teixeira,"Largo Vaz, 717, 2962-809 Odivelas",Three-phase,9/21/2022,MTR1618,Suspended,T115,Renata Henriques
CN1619,C357,Marcos Reis,"R. de S. Francisco de Borja, 25, 4638-901 Montemor-o-Novo",Single-phase,8/11/2023,MTR1619,Active,T002,Manuel Lima
CN1620,C377,Andreia Paiva,"R. de Pires, 13, 0375-398 Macedo de Cavaleiros",Single-phase,4/14/2023,MTR1620,Disconnected,T019,Marcos Gaspar
CN1621,C285,Patrícia do Esteves,"Praça Isabela Coelho, 25, 6436-902 Sintra",Three-phase,3/22/2025,MTR1621,Active,T026,Marco Ferreira
CN1622,C157,Ricardo Cardoso-Azevedo,"Praça Reis, 19, 2379-006 Miranda do Douro",Three-phase,4/5/2021,MTR1622,Active,T088,Daniela Esteves
CN1623,C190,Lourenço Castro,"Travessa de Maia, S/N, 8911-343 Torres Novas",Three-phase,5/26/2023,MTR1623,Active,T008,Mauro Faria
CN1624,C361,Vicente Assunção,"Praça de Matos, 443, 6831-901 Amadora",Single-phase,3/26/2022,MTR1624,Suspended,T070,Camila Pereira
CN1625,C294,Rui Henriques,"Alameda Madrid, 64, 8663-565 Caniço",Single-phase,10/25/2019,MTR1625,Disconnected,T058,Henrique Santos-Amorim
CN1626,C302,Eduarda-Pilar Carneiro,"Largo Manuel Pinto de Azevedo Júnior, 82, 2800-161 Horta",Single-phase,9/13/2025,MTR1626,Disconnected,T087,Erica Rocha
CN1627,C339,Patrícia Melo,"Avenida de Correia, 90, 8823-513 Paços de Ferreira",Three-phase,5/15/2019,MTR1627,Active,T072,Igor Miranda
CN1628,C410,Nicole Fernandes,"Travessa Mota, 93, 3705-424 Castelo Branco",Three-phase,10/28/2019,MTR1628,Disconnected,T101,Andreia Cruz
CN1629,C058,Sofia Domingues,"Largo Isabel Andrade, S/N, 0943-969 Tondela",Three-phase,2/25/2023,MTR1629,Suspended,T007,Luca Sousa-Brito
CN1630,C002,Sandro Fonseca,"Largo Magalhães, 41, 3767-242 Vila Real",Three-phase,12/8/2018,MTR1630,Disconnected,T101,Andreia Cruz
CN1631,C197,Luana Soares,"R. Gomes, 8, 6158-736 Estarreja",Three-phase,3/1/2023,MTR1631,Active,T002,Manuel Lima
CN1632,C246,Benedita Branco,"Av Fernanda de Castro, 89, 7717-030 Sabugal",Three-phase,1/1/2022,MTR1632,Active,T112,Edgar Barbosa
CN1633,C360,Noah Teixeira,"Alameda Paiva, 13, 9523-578 Paredes",Three-phase,11/1/2024,MTR1633,Disconnected,T091,Sara Domingues
CN1634,C536,Mia do Simões,"Alameda do Trancão, 57, 3135-183 Estremoz",Single-phase,5/17/2023,MTR1634,Disconnected,T095,Nuno Melo-Garcia
CN1635,C226,Caetana Macedo,"R. Larissa Marques, 52, 8500-728 Vila Real de Santo António",Three-phase,3/5/2025,MTR1635,Active,T038,Gabriela Ribeiro-Ramos
CN1636,C292,Letícia Ribeiro,"Av Brito, 68, 5337-773 Guimarães",Single-phase,1/28/2020,MTR1636,Active,T010,Bárbara Andrade
CN1637,C326,Nair Jesus,"Av Elisa Baptista de Sousa Pedroso, 386, 6761-125 Fiães",Single-phase,10/3/2024,MTR1637,Suspended,T066,Joel do Pinho
CN1638,C573,Noah Marques,"Travessa Pacheco, 62, 5217-465 Paços de Ferreira",Three-phase,7/17/2023,MTR1638,Disconnected,T055,Leandro Sousa
CN1639,C107,Amélia Baptista,"Largo Ramos, 68, 4001-276 Estarreja",Single-phase,3/18/2023,MTR1639,Disconnected,T017,Noa Mendes
CN1640,C479,Juliana Miranda,"Praça de Melo, 12, 8295-829 Horta",Single-phase,11/1/2020,MTR1640,Suspended,T033,Pedro Sousa
CN1641,C376,Mélanie Pires,"Av Kyara Pinho, 77, 7289-413 Tomar",Single-phase,8/31/2021,MTR1641,Active,T091,Sara Domingues
CN1642,C262,João Tavares,"Praça Loureiro, 7, 6475-286 Quarteira",Three-phase,7/22/2021,MTR1642,Disconnected,T119,Bárbara Assunção
CN1643,C227,Martim Pinho-Lourenço,"Alameda Leite, 66, 3334-911 Elvas",Three-phase,6/3/2019,MTR1643,Suspended,T100,Bernardo Figueiredo
CN1644,C112,Daniela Loureiro,"Avenida Simões, 78, 8068-687 São João da Madeira",Three-phase,1/10/2023,MTR1644,Active,T074,Ivo de Valente
CN1645,C271,Filipe Figueiredo,"Avenida de Santa Clara, 7, 0822-837 Montemor-o-Novo",Three-phase,3/28/2021,MTR1645,Disconnected,T091,Sara Domingues
CN1646,C075,Ismael Gomes,"Avenida Machado de Asis, 12, 5999-193 Gouveia",Single-phase,2/19/2019,MTR1646,Disconnected,T024,Marco Araújo
CN1647,C384,Camila Vicente,"Travessa Machado, 32, 4355-196 Vila Nova de Santo André",Three-phase,7/22/2021,MTR1647,Active,T054,Soraia Pinto
CN1648,C494,Afonso Faria,"Av de Santo Eugénio, 83, 8550-789 Santo Tirso",Single-phase,10/25/2024,MTR1648,Disconnected,T029,Ema Vaz
CN1649,C383,Joaquim Nogueira,"Av Ema Cruz, 72, 7201-489 São Salvador de Lordelo",Three-phase,10/27/2020,MTR1649,Suspended,T043,Alexandre Vicente
CN1650,C489,João Freitas-Miranda,"Avenida de Sá, 95, 4444-983 Paredes",Three-phase,10/18/2019,MTR1650,Disconnected,T097,Marco Andrade
CN1651,C423,Alice Paiva,"Rua Cardoso, S/N, 7834-710 Gafanha da Nazaré",Single-phase,9/6/2025,MTR1651,Active,T097,Marco Andrade
CN1652,C448,Luna Ramos-Macedo,"Av Gomes, 63, 6882-850 Coimbra",Three-phase,8/17/2021,MTR1652,Active,T045,Inês Paiva
CN1653,C527,Ivan Faria,"R. Neves, 64, 2022-017 Olhão",Single-phase,2/8/2022,MTR1653,Active,T079,Valentim Lima
CN1654,C219,Márcio Henriques,"Avenida Martins, 75, 5956-343 Torres Novas",Three-phase,11/16/2020,MTR1654,Suspended,T114,Martim Macedo
CN1655,C332,Beatriz Gomes,"Praça de Pinto, 37, 6105-110 Aveiro",Three-phase,10/22/2023,MTR1655,Suspended,T015,Nicole de Loureiro
CN1656,C513,Vitória Pinto,"Avenida Afonso de Albuquerque, 137, 2424-462 Horta",Three-phase,1/19/2025,MTR1656,Active,T093,Renata Cruz
CN1657,C357,Marcos Reis,"Rua de Monteiro, 91, 6940-865 Fundão",Three-phase,1/23/2021,MTR1657,Disconnected,T106,Filipe Costa
CN1658,C285,Patrícia do Esteves,"Avenida de Nogueira, 76, 9321-359 Entroncamento",Three-phase,3/2/2025,MTR1658,Suspended,T066,Joel do Pinho
CN1659,C242,Ângela Vieira,"Largo Isaac Barbosa, 718, 4246-488 Setúbal",Single-phase,10/7/2019,MTR1659,Suspended,T038,Gabriela Ribeiro-Ramos
CN1660,C172,Nádia Vaz,"Av de Miranda, 701, 5104-636 Ourém",Single-phase,4/18/2024,MTR1660,Active,T011,Guilherme Antunes
CN1661,C531,Maria de Figueiredo,"Rua Miguel Morais, 51, 9509-355 Pombal",Single-phase,8/17/2023,MTR1661,Disconnected,T069,Eva Fonseca
CN1662,C045,Lourenço Araújo,"R. Goelas de Pau, 81, 3068-811 Miranda do Douro",Single-phase,9/23/2019,MTR1662,Disconnected,T027,Mia Cunha-Maia
CN1663,C053,Igor Gonçalves,"Praça do José da Mestra, 35, 7584-161 Gafanha da Nazaré",Single-phase,6/19/2024,MTR1663,Active,T107,Victória Guerreiro
CN1664,C042,Fabiana Cunha,"Travessa Rafaela Figueiredo, 93, 6535-232 Santana",Three-phase,7/9/2025,MTR1664,Disconnected,T107,Victória Guerreiro
CN1665,C490,Noa de Leite,"Largo de Cruz, 99, 1433-952 Praia da Vitória",Single-phase,6/1/2019,MTR1665,Active,T010,Bárbara Andrade
CN1666,C433,Mariana Esteves,"R. da Foz, 24, 6084-818 Rebordosa",Three-phase,2/17/2024,MTR1666,Active,T092,Sara-Jéssica Domingues
CN1667,C343,Martim Mota,"Av Miranda, 72, 8805-017 Sacavém",Single-phase,7/13/2021,MTR1667,Active,T010,Bárbara Andrade
CN1668,C063,Joel Jesus,"Alameda Moreira, S/N, 2077-107 Barcelos",Single-phase,3/14/2024,MTR1668,Disconnected,T033,Pedro Sousa
CN1669,C543,Ivan Lima-Anjos,"Av de Batista, 5, 8735-437 Rio Tinto",Three-phase,8/8/2022,MTR1669,Suspended,T030,Marta-Emma Torres
CN1670,C309,Lisandro Moreira,"R. de Assunção, 2, 6502-234 Silves",Three-phase,11/13/2021,MTR1670,Suspended,T058,Henrique Santos-Amorim
CN1671,C158,Helena Leite-Morais,"Praça de Nogueira, S/N, 7406-493 Vila Nova de Foz Côa",Three-phase,3/12/2024,MTR1671,Disconnected,T003,Tatiana Nunes
CN1672,C065,Matilde Valente,"Avenida de Domingues, S/N, 4169-105 Anadia",Single-phase,12/24/2020,MTR1672,Disconnected,T069,Eva Fonseca
CN1673,C345,Simão Anjos,"Avenida Henriques, 71, 9738-449 Estarreja",Single-phase,6/23/2022,MTR1673,Disconnected,T080,Gil Machado
CN1674,C428,Mauro Cardoso,"Rua de Lopes, 87, 0011-547 Lixa",Single-phase,9/17/2020,MTR1674,Suspended,T006,Rafaela da Nogueira
CN1675,C470,Beatriz Loureiro,"Av de Pacheco, 399, 7735-166 Braga",Three-phase,5/29/2025,MTR1675,Disconnected,T014,Tiago Baptista
CN1676,C457,Santiago Barbosa,"Alameda de Monteiro, 346, 5958-417 Elvas",Single-phase,12/14/2024,MTR1676,Suspended,T078,Daniel Campos-Cruz
CN1677,C121,Enzo Carvalho-Pereira,"Largo Neves, 1, 3354-216 Freamunde",Three-phase,12/25/2022,MTR1677,Suspended,T119,Bárbara Assunção
CN1678,C553,Luciana Nogueira,"Av de Batista, 3, 9519-350 Caldas da Rainha",Single-phase,3/29/2023,MTR1678,Suspended,T106,Filipe Costa
CN1679,C167,Marta Henriques,"Praça de Pires, 6, 2218-834 Vila Franca de Xira",Single-phase,4/28/2024,MTR1679,Active,T069,Eva Fonseca
CN1680,C194,Francisca Gaspar,"Av Matias Loureiro, 24, 6166-497 Alverca do Ribatejo",Three-phase,9/17/2021,MTR1680,Disconnected,T051,David do Cardoso
CN1681,C083,Naiara Ramos,"Av da Graça, S/N, 1929-022 Praia da Vitória",Three-phase,5/17/2023,MTR1681,Active,T039,Júlia Assunção
CN1682,C395,Igor Pinho,"R. de Freitas, 6, 3343-244 Matosinhos",Single-phase,9/12/2019,MTR1682,Active,T112,Edgar Barbosa
CN1683,C416,Bryan Vieira-Correia,"Largo Martins, 573, 6717-762 Beja",Three-phase,5/29/2021,MTR1683,Disconnected,T001,Letícia Machado
CN1684,C162,Inês Almeida,"Alameda de Guerreiro, 61, 9885-217 Pinhel",Three-phase,12/4/2019,MTR1684,Active,T011,Guilherme Antunes
