service_order_id,connection_id,client_id,client_name,technician_id,technician_name,service_type,start_date,end_date,notes
SO2010,CN1487,C132,Gil Carneiro,T074,Ivo de Valente,Repair,2024-11-12,2024-12-26,Repair of connection after outage
SO2011,CN1020,C404,Bruno Nogueira,T106,Filipe Costa,Repair,2025-04-28,2025-05-03,Damaged cables replaced
SO2012,CN2098,C548,Kevin Nunes-Cardoso,T001,Letícia Machado,Maintenance,2025-08-14,2025-09-06,Maintenance visit completed
SO2013,CN1030,C452,Wilson Cruz,T118,Melissa Cardoso,Repair,2024-11-24,2025-05-06,Repair of connection after outage
SO2014,CN1156,C060,Luca Fernandes-Campos,T094,Gustavo Vieira-Domingues,Installation,2025-07-13,2025-10-09,"Partial installation completed, pending approval"
SO2015,CN1898,C381,Vítor Garcia,T080,Gil Machado,Repair,2025-04-25,2025-06-14,Short-circuit repair performed
SO2016,CN1089,C195,Paulo Vicente,T101,Andreia Cruz,Inspection,2025-09-02,2025-09-04,Amperage test performed successfully
SO2017,CN1500,C249,Rafael Moreira,T065,Mafalda Baptista,Inspection,2025-01-25,2025-05-19,Electrical safety check completed
SO2018,CN1814,C467,Núria Gonçalves,T046,Juliana Lima,Disconnection,2025-01-15,2025-04-10,Disconnection requested by client
SO2019,CN1157,C339,Patrícia Melo,T044,Alexandre de Batista,Installation,2025-07-26,2025-09-19,Temporary connection installed for testing
SO2020,CN2113,C374,Iara Vieira,T115,Renata Henriques,Repair,2024-12-12,2025-07-19,Damaged cables replaced
SO2021,CN1731,C266,Diogo Jesus,T057,Larissa Machado,Repair,2024-11-28,2025-09-19,Damaged cables replaced
SO2022,CN1619,C357,Marcos Reis,T002,Manuel Lima,Inspection,2025-03-03,2025-05-19,Inspection report delivered to client
SO2023,CN2129,C025,Kévim Melo,T043,Alexandre Vicente,Inspection,2024-12-30,2025-04-13,Inspection report delivered to client
SO2024,CN1500,C249,Rafael Moreira,T065,Mafalda Baptista,Maintenance,2025-06-20,2025-09-21,Routine maintenance performed
SO2025,CN1653,C527,Ivan Faria,T079,Valentim Lima,Maintenance,2025-07-13,2025-09-22,System-wide review performed
SO2026,CN1213,C168,Alice Sá,T042,Daniel Machado-Coelho,Installation,2025-01-08,2025-02-13,Temporary connection installed for testing
SO2027,CN1841,C031,Amélia Reis-Araújo,T110,Gaspar Anjos,Maintenance,2025-05-19,2025-07-22,Protection equipment updated
SO2028,CN1572,C434,Benjamim Maia,T085,Nádia Magalhães,Installation,2025-07-04,2025-08-31,"Partial installation completed, pending approval"
SO2029,CN1280,C493,Mário Lima-Faria,T017,Noa Mendes,Maintenance,2025-09-27,2025-10-26,Preventive visit performed
SO2030,CN1624,C361,Vicente Assunção,T070,Camila Pereira,Maintenance,2025-07-02,2025-08-20,Preventive visit performed
SO2031,CN1251,C570,Dinis da Gaspar,T018,Henrique Azevedo,Inspection,2025-09-14,2025-10-06,Main panel cleaned and inspected
SO2032,CN1290,C340,Filipe Azevedo,T061,Filipe Costa-Pacheco,Installation,2025-04-30,2025-07-01,"Partial installation completed, pending approval"
SO2033,CN1901,C092,Lia Assunção,T003,Tatiana Nunes,Disconnection,2025-07-25,2025-08-04,Disconnection requested by client
SO2034,CN1043,C057,Camila Ramos-Baptista,T018,Henrique Azevedo,Disconnection,2025-02-22,2025-09-17,Disconnection requested by client
SO2035,CN1553,C326,Nair Jesus,T015,Nicole de Loureiro,Inspection,2025-07-01,2025-07-10,Underground cable inspection completed
SO2036,CN1786,C429,Emma Baptista,T084,David Alves,Inspection,2025-03-29,2025-07-26,Inspection report delivered to client
SO2037,CN1173,C481,Mateus Barros,T086,Bruno do Coelho,Installation,2025-05-27,2025-07-12,Temporary connection installed for testing
SO2038,CN1786,C429,Emma Baptista,T084,David Alves,Disconnection,2024-11-11,2025-02-03,Disconnection requested by client
SO2039,CN1783,C502,Alícia Melo,T012,Eduardo Guerreiro,Disconnection,2025-10-02,2025-10-08,Temporary connection removed
SO2040,CN1090,C254,Mia Vicente,T013,Jéssica-Letícia Assunção,Repair,2025-01-26,2025-07-20,Intermittent fault fixed
SO2041,CN1776,C417,Alexandra-Miriam Matias,T095,Nuno Melo-Garcia,Repair,2025-02-28,2025-09-29,Transformer fault detected
SO2042,CN1882,C053,Igor Gonçalves,T070,Camila Pereira,Maintenance,2025-02-18,2025-08-12,Maintenance visit completed
SO2043,CN1624,C361,Vicente Assunção,T070,Camila Pereira,Installation,2024-12-08,2025-09-27,Equipment setup completed
SO2044,CN1712,C229,Martim Rocha,T065,Mafalda Baptista,Installation,2025-01-14,2025-07-01,Equipment setup completed
SO2045,CN1688,C327,Igor Machado,T024,Marco Araújo,Inspection,2025-03-27,2025-05-06,Inspection report delivered to client
SO2046,CN1443,C237,Tomás de Correia,T007,Luca Sousa-Brito,Installation,2024-12-14,2025-09-28,Temporary connection installed for testing
SO2047,CN1888,C576,Francisco Mendes,T099,Valentim Miranda,Disconnection,2025-10-01,2025-10-14,Disconnection requested by client
SO2048,CN1223,C226,Caetana Macedo,T106,Filipe Costa,Maintenance,2025-03-12,2025-07-29,Protection equipment updated
SO2049,CN1588,C556,Yasmin Nunes,T059,Daniel Carvalho,Maintenance,2024-11-20,2025-01-03,Protection equipment updated
SO2050,CN1868,C379,Catarina Moura,T051,David do Cardoso,Maintenance,2025-10-08,2025-10-20,Meter firmware updated
SO2051,CN2163,C285,Patrícia do Esteves,T114,Martim Macedo,Maintenance,2025-04-01,2025-07-29,Routine maintenance performed
SO2052,CN1332,C478,André Simões-Fonseca,T071,Lourenço Nogueira,Disconnection,2025-08-31,2025-10-21,Temporary connection removed
SO2053,CN1487,C132,Gil Carneiro,T074,Ivo de Valente,Repair,2025-05-18,2025-09-18,Repair of connection after outage
SO2054,CN1574,C556,Yasmin Nunes,T120,Raquel Coelho,Inspection,2025-09-12,2025-10-08,Inspection revealed faulty wiring
SO2055,CN1511,C226,Caetana Macedo,T052,Nair-Sofia Costa,Maintenance,2025-05-17,2025-08-11,Routine maintenance performed
SO2056,CN1691,C435,Wilson Ribeiro,T093,Renata Cruz,Maintenance,2025-05-23,2025-09-30,Protection equipment updated
SO2057,CN1079,C162,Inês Almeida,T118,Melissa Cardoso,Maintenance,2025-06-13,2025-10-26,Routine maintenance performed
SO2058,CN1740,C016,Laura do Melo,T066,Joel do Pinho,Inspection,2025-07-23,2025-07-31,Main panel cleaned and inspected
SO2059,CN1513,C464,Teresa Antunes,T094,Gustavo Vieira-Domingues,Maintenance,2025-03-31,2025-05-17,Maintenance visit completed
SO2060,CN1254,C052,Ana Rocha,T083,Noa Simões,Inspection,2025-03-02,2025-06-28,Underground cable inspection completed
SO2061,CN1657,C357,Marcos Reis,T106,Filipe Costa,Inspection,2024-11-14,2025-07-18,Inspection report delivered to client
SO2062,CN1366,C390,Mélanie do Macedo,T023,Marcos Neto,Disconnection,2025-03-17,2025-09-29,Temporary connection removed
SO2063,CN1035,C511,Adriana Barros,T055,Leandro Sousa,Disconnection,2025-10-23,2025-10-23,Disconnection requested by client
SO2064,CN1955,C183,Sebastião Jesus,T084,David Alves,Installation,2025-03-02,2025-07-15,Temporary connection installed for testing
SO2065,CN1983,C278,Flor Cruz,T030,Marta-Emma Torres,Maintenance,2024-11-24,2025-02-16,Preventive visit performed
SO2066,CN1836,C178,Sara-Mariana Brito,T090,Lia-Mélanie Melo,Installation,2025-01-20,2025-10-11,Equipment setup completed
SO2067,CN1162,C253,Ângelo Nogueira,T087,Erica Rocha,Inspection,2024-12-14,2025-03-13,Underground cable inspection completed
SO2068,CN2129,C025,Kévim Melo,T043,Alexandre Vicente,Inspection,2025-05-29,2025-09-15,Inspection revealed faulty wiring
SO2069,CN1902,C318,Daniela Castro,T035,Bruno Guerreiro,Repair,2024-10-30,2025-04-25,Short-circuit repair performed
SO2070,CN1565,C404,Bruno Nogueira,T100,Bernardo Figueiredo,Inspection,2025-01-09,2025-02-09,Inspection report delivered to client
SO2071,CN2013,C108,Carlota Carneiro,T045,Inês Paiva,Repair,2025-06-05,2025-08-26,Intermittent fault fixed
SO2072,CN1357,C235,William Anjos,T099,Valentim Miranda,Repair,2025-04-28,2025-07-14,Circuit breaker fault corrected
SO2073,CN1101,C082,Pedro Pinto,T030,Marta-Emma Torres,Repair,2025-04-15,2025-08-26,Repair of connection after outage
SO2074,CN1078,C157,Ricardo Cardoso-Azevedo,T003,Tatiana Nunes,Repair,2024-11-02,2025-05-09,Transformer fault detected
SO2075,CN2037,C138,Beatriz Gonçalves-Cruz,T096,Larissa de Pires,Disconnection,2025-06-27,2025-07-24,Equipment powered down for maintenance
SO2076,CN1085,C254,Mia Vicente,T084,David Alves,Maintenance,2025-03-17,2025-06-19,Meter firmware updated
SO2077,CN1466,C527,Ivan Faria,T074,Ivo de Valente,Installation,2024-12-20,2025-02-18,Temporary connection installed for testing
SO2078,CN1527,C540,Mário Branco,T082,Joaquim Guerreiro,Installation,2025-03-26,2025-06-09,Temporary connection installed for testing
SO2079,CN2106,C494,Afonso Faria,T005,Salomé Araújo,Installation,2025-04-16,2025-08-19,Equipment setup completed
SO2080,CN1480,C503,Filipa Machado,T084,David Alves,Inspection,2025-03-04,2025-06-20,Inspection revealed faulty wiring
SO2081,CN1158,C077,Petra Antunes-Neves,T062,Simão Faria,Maintenance,2025-03-18,2025-08-28,Protection equipment updated
SO2082,CN1231,C066,Emma do Esteves,T117,Ricardo Tavares-Coelho,Maintenance,2024-12-26,2025-06-30,Maintenance visit completed
SO2083,CN1485,C185,Lourenço Moura,T117,Ricardo Tavares-Coelho,Repair,2025-02-16,2025-03-04,Short-circuit repair performed
SO2084,CN2168,C580,Fábio Anjos,T016,Micael Esteves,Inspection,2025-08-14,2025-10-18,Inspection report delivered to client
SO2085,CN1851,C109,Vera Assunção,T053,Camila Tavares,Installation,2025-08-28,2025-10-10,Main switch installed
SO2086,CN1579,C490,Noa de Leite,T031,Luca Matos,Repair,2025-01-14,2025-08-15,Repair of connection after outage
SO2087,CN1668,C063,Joel Jesus,T033,Pedro Sousa,Maintenance,2025-04-16,2025-04-19,Routine maintenance performed
SO2088,CN1686,C567,Bryan Neto,T116,Lúcia do Pinto,Disconnection,2025-07-28,2025-08-25,Equipment powered down for maintenance
SO2089,CN1963,C017,Larissa Antunes,T068,Denis Borges,Inspection,2025-05-06,2025-09-07,Underground cable inspection completed
SO2090,CN1063,C053,Igor Gonçalves,T084,David Alves,Repair,2025-02-15,2025-08-11,Short-circuit repair performed
SO2091,CN1091,C566,Petra Maia,T116,Lúcia do Pinto,Inspection,2025-03-15,2025-08-31,Electrical safety check completed
SO2092,CN1052,C026,Fabiana Moura,T078,Daniel Campos-Cruz,Installation,2025-02-22,2025-08-10,Equipment setup completed
SO2093,CN1433,C369,Tatiana Reis,T076,Lorena Andrade-Nascimento,Inspection,2025-01-18,2025-04-24,Underground cable inspection completed
SO2094,CN2040,C510,Yasmin Teixeira,T104,Ângela Cardoso,Maintenance,2025-03-26,2025-04-20,Meter firmware updated
SO2095,CN1704,C480,Beatriz Marques,T011,Guilherme Antunes,Repair,2025-05-02,2025-09-13,Damaged cables replaced
SO2096,CN2193,C377,Andreia Paiva,T060,Carlos Soares,Installation,2024-10-31,2025-01-26,"Partial installation completed, pending approval"
SO2097,CN1780,C270,Afonso do Domingues,T071,Lourenço Nogueira,Installation,2025-10-18,2025-10-18,Installation completed successfully
SO2098,CN1459,C101,William Silva,T082,Joaquim Guerreiro,Maintenance,2025-08-30,2025-10-19,System-wide review performed
SO2099,CN2176,C279,Soraia do Mendes,T116,Lúcia do Pinto,Maintenance,2025-06-29,2025-09-24,Meter firmware updated
SO2100,CN1856,C429,Emma Baptista,T037,Enzo Sá,Maintenance,2025-02-24,2025-08-06,Meter firmware updated
SO2101,CN1248,C588,Emma Jesus-Valente,T093,Renata Cruz,Maintenance,2025-03-26,2025-04-24,Maintenance visit completed
SO2102,CN1967,C379,Catarina Moura,T102,Salvador Barros,Maintenance,2024-11-20,2025-03-14,System-wide review performed
SO2103,CN1903,C151,Guilherme de Magalhães,T094,Gustavo Vieira-Domingues,Inspection,2025-09-27,2025-10-27,Amperage test performed successfully
SO2104,CN1399,C589,Bruna Macedo,T044,Alexandre de Batista,Maintenance,2025-09-11,2025-10-14,Routine maintenance performed
SO2105,CN1499,C318,Daniela Castro,T082,Joaquim Guerreiro,Inspection,2024-11-30,2025-10-04,Electrical safety check completed
SO2106,CN1741,C070,Bárbara Sousa,T008,Mauro Faria,Repair,2025-04-28,2025-05-12,Damaged cables replaced
SO2107,CN1644,C112,Daniela Loureiro,T074,Ivo de Valente,Installation,2025-04-21,2025-08-13,"Partial installation completed, pending approval"
SO2108,CN1911,C009,Mara-Iara Figueiredo,T033,Pedro Sousa,Disconnection,2025-08-18,2025-09-01,Equipment powered down for maintenance
SO2109,CN1163,C152,Nádia Guerreiro,T067,Henrique Guerreiro,Inspection,2025-03-18,2025-06-12,Underground cable inspection completed
SO2110,CN2035,C230,Kyara Ferreira,T003,Tatiana Nunes,Installation,2025-01-18,2025-07-21,Temporary connection installed for testing
SO2111,CN1991,C490,Noa de Leite,T056,Filipa Araújo-Reis,Maintenance,2025-10-04,2025-10-11,Preventive visit performed
SO2112,CN1919,C581,Naiara Ferreira,T082,Joaquim Guerreiro,Disconnection,2024-12-29,2025-01-20,Disconnection request fulfilled
SO2113,CN2166,C546,Carolina Machado,T042,Daniel Machado-Coelho,Repair,2025-01-24,2025-05-18,Circuit breaker fault corrected
SO2114,CN1501,C377,Andreia Paiva,T068,Denis Borges,Disconnection,2025-09-01,2025-10-04,Disconnection request fulfilled
SO2115,CN1533,C462,Renato Borges,T081,Kevin Silva,Inspection,2025-02-06,2025-02-08,Amperage test performed successfully
SO2116,CN1642,C262,João Tavares,T119,Bárbara Assunção,Installation,2025-01-08,2025-07-27,Installation completed successfully
SO2117,CN1836,C178,Sara-Mariana Brito,T090,Lia-Mélanie Melo,Disconnection,2025-06-07,2025-09-17,Disconnection request fulfilled
SO2118,CN2179,C508,Martim Pires,T040,Soraia Matos,Disconnection,2025-06-27,2025-09-08,Disconnection request fulfilled
SO2119,CN1368,C066,Emma do Esteves,T003,Tatiana Nunes,Disconnection,2025-10-22,2025-10-22,Disconnection requested by client
SO2120,CN1341,C157,Ricardo Cardoso-Azevedo,T056,Filipa Araújo-Reis,Installation,2025-01-17,2025-04-29,Main switch installed
SO2121,CN1539,C563,Rafael Vaz,T078,Daniel Campos-Cruz,Maintenance,2025-03-01,2025-08-13,Meter firmware updated
SO2122,CN1962,C426,Mélanie Borges,T030,Marta-Emma Torres,Installation,2025-06-27,2025-07-10,"Partial installation completed, pending approval"
SO2123,CN1069,C152,Nádia Guerreiro,T108,Frederico Amaral,Disconnection,2025-01-08,2025-08-04,Disconnection requested by client
SO2124,CN1341,C157,Ricardo Cardoso-Azevedo,T056,Filipa Araújo-Reis,Installation,2025-07-23,2025-08-04,"Partial installation completed, pending approval"
SO2125,CN2054,C268,Irina do Correia,T098,Alexandre de Gomes,Maintenance,2025-07-05,2025-10-22,Protection equipment updated
SO2126,CN1864,C141,Madalena Almeida,T067,Henrique Guerreiro,Inspection,2025-02-24,2025-06-15,Electrical safety check completed
SO2127,CN1823,C169,Jéssica-Beatriz Antunes,T112,Edgar Barbosa,Maintenance,2024-12-01,2025-06-27,Preventive visit performed
SO2128,CN1600,C360,Noah Teixeira,T108,Frederico Amaral,Installation,2024-11-13,2025-08-21,Temporary connection installed for testing
SO2129,CN1689,C319,Fábio Azevedo,T083,Noa Simões,Maintenance,2025-08-09,2025-08-28,System-wide review performed
SO2130,CN1220,C589,Bruna Macedo,T094,Gustavo Vieira-Domingues,Installation,2025-03-10,2025-07-04,Installation completed successfully
SO2131,CN1726,C084,Joana Batista,T049,Ana do Anjos,Disconnection,2025-05-17,2025-07-30,Temporary connection removed
SO2132,CN1921,C489,João Freitas-Miranda,T015,Nicole de Loureiro,Disconnection,2024-11-20,2025-07-17,Equipment powered down for maintenance
SO2133,CN1977,C403,Luís Garcia,T114,Martim Macedo,Repair,2025-08-05,2025-09-01,Transformer fault detected
SO2134,CN1375,C124,Xavier Figueiredo,T044,Alexandre de Batista,Maintenance,2025-02-07,2025-09-19,System-wide review performed
SO2135,CN1171,C475,Andreia Rodrigues,T103,Filipa-Jéssica Pinheiro,Repair,2025-02-10,2025-06-30,Repair of connection after outage
SO2136,CN1757,C329,Duarte Teixeira,T106,Filipe Costa,Disconnection,2024-11-22,2025-03-22,Temporary connection removed
SO2137,CN1656,C513,Vitória Pinto,T093,Renata Cruz,Disconnection,2025-08-14,2025-09-27,Disconnection request fulfilled
SO2138,CN2041,C179,Rafaela-Carolina Carneiro,T113,Marcos Gaspar,Maintenance,2025-04-29,2025-07-30,Routine maintenance performed
SO2139,CN1198,C332,Beatriz Gomes,T070,Camila Pereira,Repair,2025-09-20,2025-10-24,Short-circuit repair performed
SO2140,CN2010,C580,Fábio Anjos,T053,Camila Tavares,Inspection,2025-09-23,2025-09-25,Inspection revealed faulty wiring
SO2141,CN2155,C362,Afonso Lopes,T020,Denis Pires,Maintenance,2024-12-10,2025-06-17,System-wide review performed
SO2142,CN2187,C087,Ismael Pacheco,T063,Martim Jesus-Mendes,Maintenance,2025-04-06,2025-06-29,Protection equipment updated
SO2143,CN1584,C346,Soraia Azevedo,T001,Letícia Machado,Inspection,2025-05-24,2025-07-01,Continuity test completed
SO2144,CN1652,C448,Luna Ramos-Macedo,T045,Inês Paiva,Repair,2025-07-18,2025-08-28,Intermittent fault fixed
SO2145,CN1085,C254,Mia Vicente,T084,David Alves,Repair,2025-03-04,2025-06-10,Damaged cables replaced
SO2146,CN2063,C395,Igor Pinho,T048,Bianca-Leonor Barros,Inspection,2025-03-02,2025-07-01,Underground cable inspection completed
SO2147,CN1643,C227,Martim Pinho-Lourenço,T100,Bernardo Figueiredo,Installation,2025-10-25,2025-10-27,Temporary connection installed for testing
SO2148,CN1583,C367,Yara Oliveira,T053,Camila Tavares,Repair,2025-07-10,2025-10-06,Repair of connection after outage
SO2149,CN1589,C347,Nádia Nascimento,T080,Gil Machado,Inspection,2025-03-17,2025-09-21,Continuity test completed
SO2150,CN1898,C381,Vítor Garcia,T080,Gil Machado,Repair,2025-06-23,2025-09-14,Intermittent fault fixed
SO2151,CN1590,C328,Ivan Gaspar,T047,Adriana Coelho-Correia,Inspection,2025-07-12,2025-09-10,Underground cable inspection completed
SO2152,CN1217,C116,Sofia Moura,T096,Larissa de Pires,Repair,2025-08-20,2025-10-20,Transformer fault detected
SO2153,CN1570,C550,Benjamim Torres,T044,Alexandre de Batista,Repair,2025-10-11,2025-10-20,Repair of connection after outage
SO2154,CN1423,C553,Luciana Nogueira,T116,Lúcia do Pinto,Maintenance,2025-05-20,2025-07-01,System-wide review performed
SO2155,CN1345,C429,Emma Baptista,T080,Gil Machado,Installation,2025-08-07,2025-08-22,Equipment setup completed
SO2156,CN1081,C323,Benjamim Leite,T033,Pedro Sousa,Maintenance,2025-09-03,2025-10-17,System-wide review performed
SO2157,CN1399,C589,Bruna Macedo,T044,Alexandre de Batista,Installation,2025-07-24,2025-08-23,Main switch installed
SO2158,CN1052,C026,Fabiana Moura,T078,Daniel Campos-Cruz,Inspection,2025-04-20,2025-09-21,Electrical safety check completed
SO2159,CN1577,C239,Igor Teixeira,T043,Alexandre Vicente,Maintenance,2025-03-25,2025-06-18,Protection equipment updated
SO2160,CN1911,C009,Mara-Iara Figueiredo,T033,Pedro Sousa,Maintenance,2025-07-17,2025-08-10,Preventive visit performed
SO2161,CN1929,C267,Daniel Antunes,T008,Mauro Faria,Inspection,2025-05-12,2025-10-01,Inspection revealed faulty wiring
SO2162,CN1245,C268,Irina do Correia,T100,Bernardo Figueiredo,Disconnection,2025-03-01,2025-05-21,Temporary connection removed
SO2163,CN2010,C580,Fábio Anjos,T053,Camila Tavares,Inspection,2025-08-06,2025-10-24,Inspection revealed faulty wiring
SO2164,CN1280,C493,Mário Lima-Faria,T017,Noa Mendes,Inspection,2025-09-26,2025-10-18,Main panel cleaned and inspected
SO2165,CN1238,C502,Alícia Melo,T062,Simão Faria,Inspection,2025-05-27,2025-06-09,Inspection report delivered to client
SO2166,CN1161,C327,Igor Machado,T003,Tatiana Nunes,Repair,2025-03-10,2025-05-29,Transformer fault detected
SO2167,CN1152,C479,Juliana Miranda,T051,David do Cardoso,Inspection,2025-03-22,2025-06-27,Electrical safety check completed
SO2168,CN2038,C467,Núria Gonçalves,T088,Daniela Esteves,Inspection,2025-01-03,2025-10-11,Amperage test performed successfully
SO2169,CN1928,C462,Renato Borges,T080,Gil Machado,Maintenance,2025-05-20,2025-09-01,Meter firmware updated
SO2170,CN1151,C194,Francisca Gaspar,T067,Henrique Guerreiro,Inspection,2025-07-24,2025-10-05,Inspection revealed faulty wiring
SO2171,CN1887,C404,Bruno Nogueira,T097,Marco Andrade,Installation,2025-10-12,2025-10-24,Equipment setup completed
SO2172,CN1650,C489,João Freitas-Miranda,T097,Marco Andrade,Repair,2025-07-30,2025-09-02,Circuit breaker fault corrected
SO2173,CN1072,C186,Violeta-Helena Rocha,T020,Denis Pires,Installation,2024-11-01,2024-12-13,"Partial installation completed, pending approval"
SO2174,CN1280,C493,Mário Lima-Faria,T017,Noa Mendes,Maintenance,2025-08-07,2025-08-14,Protection equipment updated
SO2175,CN1450,C566,Petra Maia,T117,Ricardo Tavares-Coelho,Repair,2025-06-16,2025-06-20,Short-circuit repair performed
SO2176,CN1962,C426,Mélanie Borges,T030,Marta-Emma Torres,Repair,2025-03-15,2025-07-20,Damaged cables replaced
SO2177,CN1383,C326,Nair Jesus,T041,Afonso Machado,Disconnection,2025-02-23,2025-04-20,Equipment powered down for maintenance
SO2178,CN1269,C594,Iara Fernandes,T069,Eva Fonseca,Repair,2024-11-08,2025-05-14,Transformer fault detected
SO2179,CN1181,C309,Lisandro Moreira,T054,Soraia Pinto,Maintenance,2025-05-10,2025-10-27,Meter firmware updated
SO2180,CN1438,C107,Amélia Baptista,T050,Samuel Barbosa,Installation,2025-04-04,2025-04-04,Main switch installed
SO2181,CN1137,C319,Fábio Azevedo,T091,Sara Domingues,Disconnection,2024-12-17,2025-09-27,Disconnection request fulfilled
SO2182,CN1364,C490,Noa de Leite,T046,Juliana Lima,Installation,2025-09-21,2025-10-25,Main switch installed
SO2183,CN1538,C240,Tiago Miranda,T101,Andreia Cruz,Maintenance,2025-07-13,2025-09-09,Protection equipment updated
SO2184,CN2195,C319,Fábio Azevedo,T062,Simão Faria,Repair,2025-05-15,2025-10-18,Transformer fault detected
SO2185,CN1714,C289,Vera Loureiro,T109,Joel Antunes,Disconnection,2024-12-23,2025-08-14,Disconnection request fulfilled
SO2186,CN1614,C306,Melissa Vicente,T118,Melissa Cardoso,Repair,2025-05-25,2025-07-30,Short-circuit repair performed
SO2187,CN1993,C531,Maria de Figueiredo,T109,Joel Antunes,Disconnection,2025-09-03,2025-09-26,Temporary connection removed
SO2188,CN1731,C266,Diogo Jesus,T057,Larissa Machado,Maintenance,2025-01-15,2025-03-02,Protection equipment updated
SO2189,CN1605,C459,Joel Araújo,T023,Marcos Neto,Installation,2024-11-02,2025-06-22,"Partial installation completed, pending approval"
SO2190,CN1230,C569,Melissa-Nicole Cunha,T001,Letícia Machado,Inspection,2025-01-16,2025-08-24,Continuity test completed
SO2191,CN1915,C046,Pilar-Diana Henriques,T013,Jéssica-Letícia Assunção,Inspection,2025-04-28,2025-10-25,Electrical safety check completed
SO2192,CN1870,C197,Luana Soares,T004,Mafalda Araújo,Installation,2025-03-12,2025-06-16,"Partial installation completed, pending approval"
SO2193,CN1951,C197,Luana Soares,T014,Tiago Baptista,Inspection,2024-10-27,2025-06-18,Main panel cleaned and inspected
SO2194,CN1232,C353,Flor Araújo,T021,Ana Guerreiro,Inspection,2025-05-26,2025-09-10,Main panel cleaned and inspected
SO2195,CN1815,C090,Vera-Vitória Mota,T024,Marco Araújo,Repair,2025-03-02,2025-08-07,Damaged cables replaced
SO2196,CN2001,C414,Kyara da Reis,T044,Alexandre de Batista,Maintenance,2025-02-22,2025-09-09,Protection equipment updated
SO2197,CN1480,C503,Filipa Machado,T084,David Alves,Installation,2025-08-29,2025-10-18,Temporary connection installed for testing
SO2198,CN1548,C590,Ricardo Araújo,T013,Jéssica-Letícia Assunção,Maintenance,2025-05-29,2025-08-11,Preventive visit performed
SO2199,CN1837,C527,Ivan Faria,T052,Nair-Sofia Costa,Installation,2024-11-08,2025-02-08,Equipment setup completed
SO2200,CN1661,C531,Maria de Figueiredo,T069,Eva Fonseca,Inspection,2025-08-21,2025-09-03,Main panel cleaned and inspected
SO2201,CN1650,C489,João Freitas-Miranda,T097,Marco Andrade,Disconnection,2025-01-24,2025-05-12,Temporary connection removed
SO2202,CN1905,C052,Ana Rocha,T044,Alexandre de Batista,Disconnection,2025-07-18,2025-07-18,Temporary connection removed
SO2203,CN1533,C462,Renato Borges,T081,Kevin Silva,Installation,2025-10-07,2025-10-27,Temporary connection installed for testing
SO2204,CN1994,C545,Benedita Neto,T081,Kevin Silva,Repair,2025-02-02,2025-05-27,Short-circuit repair performed
SO2205,CN1093,C245,Tatiana-Lorena Simões,T116,Lúcia do Pinto,Inspection,2025-05-15,2025-08-11,Continuity test completed
SO2206,CN1839,C462,Renato Borges,T030,Marta-Emma Torres,Repair,2025-07-26,2025-08-17,Circuit breaker fault corrected
SO2207,CN1341,C157,Ricardo Cardoso-Azevedo,T056,Filipa Araújo-Reis,Maintenance,2025-06-25,2025-09-27,Preventive visit performed
SO2208,CN1225,C162,Inês Almeida,T074,Ivo de Valente,Maintenance,2025-05-03,2025-07-31,System-wide review performed
SO2209,CN1675,C470,Beatriz Loureiro,T014,Tiago Baptista,Repair,2025-05-09,2025-05-18,Circuit breaker fault corrected
SO2210,CN2105,C363,Gustavo da Macedo,T019,Marcos Gaspar,Installation,2024-12-24,2025-02-27,Installation completed successfully
SO2211,CN1776,C417,Alexandra-Miriam Matias,T095,Nuno Melo-Garcia,Installation,2024-11-30,2025-10-17,Temporary connection installed for testing
SO2212,CN1722,C098,Sérgio Almeida,T113,Marcos Gaspar,Maintenance,2025-08-15,2025-09-15,Maintenance visit completed
SO2213,CN1100,C591,Yara Tavares,T045,Inês Paiva,Maintenance,2025-09-14,2025-09-19,Preventive visit performed
SO2214,CN1741,C070,Bárbara Sousa,T008,Mauro Faria,Maintenance,2025-02-03,2025-06-15,Preventive visit performed
SO2215,CN1321,C561,Eduardo Gonçalves,T022,Tiago da Maia,Maintenance,2025-04-30,2025-05-08,Protection equipment updated
SO2216,CN1469,C576,Francisco Mendes,T061,Filipe Costa-Pacheco,Inspection,2024-11-07,2025-03-03,Inspection report delivered to client
SO2217,CN1330,C593,Salomé Baptista,T034,Fabiana Tavares,Inspection,2024-11-14,2024-11-18,Amperage test performed successfully
SO2218,CN1846,C530,Kevin Gaspar,T089,Luna Abreu,Repair,2024-11-29,2025-03-06,Circuit breaker fault corrected
SO2219,CN1509,C563,Rafael Vaz,T021,Ana Guerreiro,Installation,2024-12-10,2025-03-21,Installation completed successfully
SO2220,CN1041,C083,Naiara Ramos,T104,Ângela Cardoso,Maintenance,2025-08-10,2025-10-09,Maintenance visit completed
SO2221,CN2027,C112,Daniela Loureiro,T090,Lia-Mélanie Melo,Disconnection,2024-10-31,2024-11-09,Temporary connection removed
SO2222,CN1086,C125,Carlos Castro,T049,Ana do Anjos,Repair,2025-09-26,2025-10-17,Short-circuit repair performed
SO2223,CN1617,C332,Beatriz Gomes,T075,Luciana Sá,Installation,2025-10-14,2025-10-26,"Partial installation completed, pending approval"
SO2224,CN1506,C250,Nair do Barros,T081,Kevin Silva,Installation,2025-04-09,2025-07-22,Temporary connection installed for testing
